organism,experimental_design,de_gene,log_fc,log_cpm,f,p_value,fdr,id,real_differential_expression
1276135,infect48hXinfect144h,MAN_07918,2.31085771047599,6.50693711868011,23.8091340555439,5.61784102002634E-05,0.000418527104187,,1
1276135,infect48hXinfect144h,MAN_09525,2.30918799366504,6.45540405396579,25.2550420888692,5.05109120686864E-07,5.81445589377576E-06,,1
1276135,infect48hXinfect144h,MAN_07397,2.30591742750024,5.55706905905711,14.953302143976,0.00011043287845,0.000764668271597,,1
1276135,infect48hXinfect144h,MAN_01869,2.30483369571238,7.05479853693569,34.1143035427234,5.24929014676934E-09,8.01459733636235E-08,,1
1276135,infect48hXinfect144h,MAN_08508,2.30343879547289,6.35669792272076,22.0874126375787,7.93034606551654E-06,7.20869870964378E-05,,1
1276135,infect48hXinfect144h,MAN_08081,2.3012429089579,8.90747519245904,59.8905750977062,1.03359296831639E-14,2.84140557516412E-13,,1
1276135,infect48hXinfect144h,MAN_08696,2.30092753808635,8.18534286575411,50.0271273588833,1.54889712373529E-12,3.52616110825361E-11,,1
1276135,infect48hXinfect144h,MAN_00508,2.29895165112712,7.86303607406125,46.2130442288746,1.08014398847529E-11,2.25745666771711E-10,,1
1276135,infect48hXinfect144h,MAN_04818,2.29820345771684,5.44706504357432,11.5500115750492,0.000944233831103,0.005042010912786,,1
1276135,infect48hXinfect144h,MAN_09936,2.29478788387821,7.58507554194361,41.9355116988874,9.57626725673854E-11,1.80867314354586E-09,,1
1276135,infect48hXinfect144h,MAN_06065,2.29188920940525,7.23533587361459,36.6151431233698,1.45579290129003E-09,2.37942817311811E-08,,1
1276135,infect48hXinfect144h,MAN_05830,2.28685921452176,7.87447463394608,45.8991089204394,1.26756163890408E-11,2.6329656120535E-10,,1
1276135,infect48hXinfect144h,MAN_10424,2.28463880187248,7.8737470918212,43.1296272813643,4.05664181298359E-10,7.14571500010702E-09,,1
1276135,infect48hXinfect144h,MAN_06598,2.28046043592647,5.83354907819536,15.3113522434105,0.00015940408396,0.001056375732493,,1
1276135,infect48hXinfect144h,MAN_02586,2.27566221521766,6.24201633969424,20.2799892270124,9.08052602034153E-05,0.000641803776032,,1
1276135,infect48hXinfect144h,MAN_10061,2.27419423525142,5.63478727300426,15.7600886182445,7.20676540596903E-05,0.000522029832212,,1
1276135,infect48hXinfect144h,MAN_02194,2.26778957211803,5.35031378725904,12.3048512318418,0.000452430369099,0.002635258329208,,1
1276135,infect48hXinfect144h,MAN_09959,2.26766826411623,6.90867895784799,31.4144982240582,2.10211465824895E-08,3.00272652653796E-07,,1
1276135,infect48hXinfect144h,MAN_09799,2.25155922296753,7.61535758512627,39.6798114340252,3.03267533160072E-10,5.43589731230154E-09,,1
1276135,infect48hXinfect144h,MAN_05982,2.24757796992383,8.29093611075939,50.1070285004254,1.48719276048611E-12,3.40086972291431E-11,,1
1276135,infect48hXinfect144h,MAN_09166,2.24634440305891,8.65789046528459,54.1703829735726,1.88457930519755E-13,4.62039046483409E-12,,1
1276135,infect48hXinfect144h,MAN_10468,2.24510951612335,8.55874527973346,48.8979575845226,7.85390762566512E-08,1.025633852422E-06,,1
1276135,infect48hXinfect144h,MAN_02377,2.24424350358519,5.70178457539536,15.7156139574634,7.37811874514434E-05,0.000532174208499,,1
1276135,infect48hXinfect144h,MAN_10358,2.23874461476911,6.34405860120984,23.106179797591,1.54024260067472E-06,1.59968780898996E-05,,1
1276135,infect48hXinfect144h,MAN_00960,2.23388563803202,6.26947997923395,20.3877908503141,6.34677134225904E-06,5.86860570441523E-05,,1
1276135,infect48hXinfect144h,MAN_06520,2.23131288746866,8.15941079787631,47.6743068259635,5.13062697543683E-12,1.10628466220888E-10,,1
1276135,infect48hXinfect144h,MAN_07357,2.22835994206907,6.21540398421415,21.1014567646197,4.37331947466648E-06,4.21981885734375E-05,,1
1276135,infect48hXinfect144h,MAN_07654,2.22758163696119,6.1663383211557,19.7942135292323,8.65472764847731E-06,7.80455944180549E-05,,1
1276135,infect48hXinfect144h,MAN_00734,2.22644600310212,7.4678621887863,37.7824090009198,8.00677568050815E-10,1.35424718350751E-08,,1
1276135,infect48hXinfect144h,MAN_02985,2.22500456821623,8.83459929654315,55.3567613279887,1.03161550239765E-13,2.58512199237191E-12,,1
1276135,infect48hXinfect144h,MAN_00602,2.21672142469748,7.79530855601267,41.9740082725569,9.38983225603528E-11,1.78005388809115E-09,,1
1276135,infect48hXinfect144h,MAN_04298,2.21464652489241,6.91578687408359,30.0110038355077,4.32981957936141E-08,5.80286857948844E-07,,1
1276135,infect48hXinfect144h,MAN_02195,2.21452142908779,5.34826389368714,11.7623732260248,0.000605198033756,0.003391436673781,,1
1276135,infect48hXinfect144h,MAN_01518,2.21042125530431,7.74722553848627,41.4380634204462,1.23465311565E-10,2.31050039018611E-09,,1
1276135,infect48hXinfect144h,MAN_08753,2.20978749873786,8.18368737793851,46.8382010033808,7.85483459736849E-12,1.65862232005303E-10,,1
1276135,infect48hXinfect144h,MAN_09944,2.20784248190938,5.39454906228094,12.0018092480006,0.000532216819672,0.003037537405614,,1
1276135,infect48hXinfect144h,MAN_05727,2.2027633523632,5.90632965822145,16.6161444619153,4.58753504253944E-05,0.000348905815801,,1
1276135,infect48hXinfect144h,MAN_03226,2.20249544913753,7.93210817632041,43.4580185343885,4.40191825915792E-11,8.82026804030483E-10,,1
1276135,infect48hXinfect144h,MAN_00526,2.19982561595298,6.11677671653155,19.5634140045233,9.7650340494105E-06,8.69812945588975E-05,,1
1276135,infect48hXinfect144h,MAN_01327,2.19930333648079,11.3403389037704,66.0396420389634,4.58443846744177E-16,1.39156809313805E-14,,1
1276135,infect48hXinfect144h,MAN_06905,2.19747725769844,5.20136922908395,10.2145622556407,0.001394775291784,0.007038749728305,,1
1276135,infect48hXinfect144h,MAN_01658,2.1956372779008,6.64566849843886,24.8197431666727,6.81900592073986E-07,7.61741964793273E-06,,1
1276135,infect48hXinfect144h,MAN_05553,2.19138723781515,6.52455084477106,24.2032641990072,8.71348324760572E-07,9.51844279753599E-06,,1
1276135,infect48hXinfect144h,MAN_08103,2.18908672857782,8.98323986343824,55.2047503778885,1.11440550906614E-13,2.77892953226541E-12,,1
1276135,infect48hXinfect144h,MAN_10169,2.18567284344564,5.99608872288165,18.0956444134377,2.1070514850963E-05,0.000175570409285,,1
1276135,infect48hXinfect144h,MAN_07943,2.18445413615503,5.75827629410637,15.5658270076355,7.98595310506532E-05,0.000571169254688,,1
1276135,infect48hXinfect144h,MAN_02895,2.18184248429595,5.61379277716155,14.2381740577257,0.000161373387885,0.001066654039556,,1
1276135,infect48hXinfect144h,MAN_02631,2.181795376431,5.62610081562073,14.0120659848191,0.000181973543764,0.001186667629702,,1
1276135,infect48hXinfect144h,MAN_05192,2.18023222827097,7.55321884538125,37.4572944456047,9.45702220148175E-10,1.58377946523666E-08,,1
1276135,infect48hXinfect144h,MAN_04856,2.17905766450753,9.51364893539205,59.2550272853651,1.42668801259083E-14,3.8494156191571E-13,,1
1276135,infect48hXinfect144h,MAN_09802,2.17880046249476,7.97463313593554,41.2540108233514,1.35637862758339E-10,2.51980065987667E-09,,1
1276135,infect48hXinfect144h,MAN_05022,2.17531370974422,7.23385728569071,33.446809869341,7.39517372468987E-09,1.11904119908178E-07,,1
1276135,infect48hXinfect144h,MAN_02408,2.17522564321841,7.38192445913405,35.3762832967355,2.74724166896521E-09,4.38483846350174E-08,,1
1276135,infect48hXinfect144h,MAN_01253,2.17155768661402,6.59791857955083,25.1202150591603,5.41653966043226E-07,6.18625845428316E-06,,1
1276135,infect48hXinfect144h,MAN_09253,2.17072105101736,7.3493500515095,34.6660894450463,3.95470621747462E-09,6.12979463708566E-08,,1
1276135,infect48hXinfect144h,MAN_09326,2.16520148380874,8.48261685742206,48.9708608604067,2.65138742201498E-12,5.91717731228244E-11,,1
1276135,infect48hXinfect144h,MAN_05187,2.15916599433421,11.2636166702075,63.8813497125811,1.36758304604149E-15,3.92900830607808E-14,,1
1276135,infect48hXinfect144h,MAN_10311,2.15206456714599,6.24177461569617,18.2370153923756,0.000146172341885,0.000977581452383,,1
1276135,infect48hXinfect144h,MAN_10302,2.14918607582546,6.36219951686099,21.7417425333085,3.13245491288297E-06,3.08675436294622E-05,,1
1276135,infect48hXinfect144h,MAN_00150,2.14783085796226,6.04181192272227,17.297493559033,3.2047893435076E-05,0.000253377104763,,1
1276135,infect48hXinfect144h,MAN_01618,2.14369114452327,6.89114534292675,27.9795724893481,1.23444764349394E-07,1.56593675572073E-06,,1
1276135,infect48hXinfect144h,MAN_04875,2.14137541746931,7.9538987100656,41.6855463719318,1.08803326081258E-10,2.05117397911784E-09,,1
1276135,infect48hXinfect144h,MAN_09571,2.13939606176098,9.90932538273359,59.829356788253,1.06618299582229E-14,2.92311838021277E-13,,1
1276135,infect48hXinfect144h,MAN_00630,2.13914904815592,7.22976426034229,32.5919224428181,1.14736859777108E-08,1.69348948316458E-07,,1
1276135,infect48hXinfect144h,MAN_02499,2.13495344302232,7.1604159235288,31.2525186074229,2.28482499050198E-08,3.25915105987828E-07,,1
1276135,infect48hXinfect144h,MAN_06608,2.13074606546297,6.2326628413747,19.4039416063735,1.06147339635055E-05,9.37313174838029E-05,,1
1276135,infect48hXinfect144h,MAN_03178,2.13024725115375,6.54267485515897,23.3128106509927,1.38344209776216E-06,1.45259159491007E-05,,1
1276135,infect48hXinfect144h,MAN_10420,2.12772208648697,7.40095838884607,34.2562719080954,4.88036738211489E-09,7.47370374327174E-08,,1
1276135,infect48hXinfect144h,MAN_09252,2.1263520332902,7.64319806792456,35.891430807403,2.10952197780022E-09,3.39889646944462E-08,,1
1276135,infect48hXinfect144h,MAN_05193,2.12466438284171,5.64442149084961,12.9956665434573,0.000312708536832,0.001910913341613,,1
1276135,infect48hXinfect144h,MAN_01325,2.12290743617889,6.77059921715566,26.105221759207,3.2524935755699E-07,3.82608788664792E-06,,1
1276135,infect48hXinfect144h,MAN_03604,2.12265492047375,5.32378873574653,10.6157956306962,0.001122479271924,0.005846867259629,,1
1276135,infect48hXinfect144h,MAN_02223,2.11853289582845,6.39877193442003,20.6702083610149,5.47671815063598E-06,5.1433746241562E-05,,1
1276135,infect48hXinfect144h,MAN_04891,2.1183918569157,8.05499934553474,42.0190760188769,9.17618519710733E-11,1.74279167272435E-09,,1
1276135,infect48hXinfect144h,MAN_08564,2.1173772949768,7.18066340830879,30.1437825904531,4.04355215598086E-08,5.45159069053109E-07,,1
1276135,infect48hXinfect144h,MAN_07576,2.11541306078644,8.70232787832091,49.2493506546382,2.30098127763808E-12,5.15773803310566E-11,,1
1276135,infect48hXinfect144h,MAN_06501,2.11043760679399,8.75446572677084,49.5632650839661,1.96124007786368E-12,4.43518571045048E-11,,1
1276135,infect48hXinfect144h,MAN_02515,2.10727299664955,5.51054238428174,10.7146275264465,0.001184386508872,0.006128644344993,,1
1276135,infect48hXinfect144h,MAN_09056,2.10584943324448,5.85628565094871,15.0309483500934,0.000105983301548,0.000736825966248,,1
1276135,infect48hXinfect144h,MAN_10390,2.09879888275441,7.33719196187056,32.6443463136247,1.11686699085204E-08,1.65085890430434E-07,,1
1276135,infect48hXinfect144h,MAN_03304,2.09812414227114,6.51711035967096,21.9400364128553,2.82511159358999E-06,2.80558063710071E-05,,1
1276135,infect48hXinfect144h,MAN_01908,2.09702296523071,5.24926755315375,9.62348059180486,0.001922801095247,0.009307379387956,,1
1276135,infect48hXinfect144h,MAN_06487,2.09317337267127,6.37396138080282,20.4143535040918,6.25934345620372E-06,5.80883020107569E-05,,1
1276135,infect48hXinfect144h,MAN_01130,2.091180347628,8.95654077784386,50.5905162214178,1.16290847493293E-12,2.6652816934474E-11,,1
1276135,infect48hXinfect144h,MAN_01109,2.08986130039686,7.22755514901375,30.7996128594163,2.88462752305575E-08,4.0191688671647E-07,,1
1276135,infect48hXinfect144h,MAN_03670,2.08924592012813,5.72485155111387,12.9461775898602,0.000321080883736,0.001951551807642,,1
1276135,infect48hXinfect144h,MAN_05199,2.08811649047706,6.95990631391706,27.0314499310033,2.01457598387151E-07,2.46658588949647E-06,,1
1276135,infect48hXinfect144h,MAN_06827,2.08643419902082,6.69353382748428,20.679527781877,0.000200338816005,0.001289120242543,,1
1276135,infect48hXinfect144h,MAN_02287,2.08132470970802,5.73114068373737,13.4199042941726,0.000249388339978,0.001559479877028,,1
1276135,infect48hXinfect144h,MAN_08989,2.08033024851618,11.1067658950931,59.7209003208185,1.12646546700719E-14,3.08011294852718E-13,,1
1276135,infect48hXinfect144h,MAN_02245,2.07706335083229,9.31567153291298,53.0006307191705,3.41466887846476E-13,8.19440185681461E-12,,1
1276135,infect48hXinfect144h,MAN_03804,2.07679876462441,5.65598404598607,13.2931853857056,0.000266813901699,0.001657268564815,,1
1276135,infect48hXinfect144h,MAN_01557,2.0763643533198,6.06621867012325,17.2671885070487,3.25628245244098E-05,0.000257049727031,,1
1276135,infect48hXinfect144h,MAN_09629,2.07440655902618,7.68988993028221,36.132381790554,1.86442037761227E-09,3.02790182026553E-08,,1
1276135,infect48hXinfect144h,MAN_03712,2.06755994208637,5.94435013963403,15.6298902665351,7.72004926501215E-05,0.00055370451796,,1
1276135,infect48hXinfect144h,MAN_00378,2.06739007417971,7.60933313683992,34.6730859356894,3.94053446813462E-09,6.11712496811339E-08,,1
1276135,infect48hXinfect144h,MAN_02673,2.06645573720173,7.26375588652674,30.6518458101436,3.11264116977318E-08,4.3132917514289E-07,,1
1276135,infect48hXinfect144h,MAN_02267,2.06534189787732,6.22726269652024,18.491893542686,1.71156438182864E-05,0.000145749211972,,1
1276135,infect48hXinfect144h,MAN_06612,2.06308408888755,7.26193676000633,30.453149660534,3.44796620140606E-08,4.72024258901213E-07,,1
1276135,infect48hXinfect144h,MAN_10109,2.0627036687463,8.28390701538366,42.4918321716651,7.20814081297099E-11,1.39498725145144E-09,,1
1276135,infect48hXinfect144h,MAN_00631,2.06184835970034,11.2939451289341,58.6564934275981,1.9327702018118E-14,5.06743529261659E-13,,1
1276135,infect48hXinfect144h,MAN_04178,2.05889029247879,5.33751740379682,10.3057524076011,0.001327530406425,0.006749492829077,,1
1276135,infect48hXinfect144h,MAN_08823,2.05393361230129,7.87914454878168,37.0393161451001,1.17145220249944E-09,1.93327524486923E-08,,1
1276135,infect48hXinfect144h,MAN_00210,2.04918580723343,6.0318389493353,16.1743119575912,5.79108317588862E-05,0.000429863590327,,1
1276135,infect48hXinfect144h,MAN_08110,2.04092678124268,6.96733686021687,26.2838808770191,2.96531298007561E-07,3.52074820533075E-06,,1
1276135,infect48hXinfect144h,MAN_08504,2.03962398144749,7.17828793692013,28.7549628793094,8.27339420294318E-08,1.07490888504226E-06,,1
1276135,infect48hXinfect144h,MAN_04481,2.03633994905635,5.80726229325093,14.0948409891461,0.000174141370267,0.001142165810519,,1
1276135,infect48hXinfect144h,MAN_00860,2.03629356922381,8.60852641620907,44.9133849472321,2.09516638015609E-11,4.30818586919596E-10,,1
1276135,infect48hXinfect144h,MAN_03181,2.03574160444901,5.57235792023328,11.8479481732994,0.000578020553087,0.003262441406161,,1
1276135,infect48hXinfect144h,MAN_07445,2.0335381178455,8.39402224482084,42.2810524409496,8.02717478466346E-11,1.54470104959967E-09,,1
1276135,infect48hXinfect144h,MAN_01800,2.03315210767951,7.33546698867787,30.587660890255,3.2172265904931E-08,4.44613739789147E-07,,1
1276135,infect48hXinfect144h,MAN_02697,2.03154138771896,6.003650167048,15.5229122072377,8.1692125720267E-05,0.000583049678251,,1
1276135,infect48hXinfect144h,MAN_02652,2.02807080399692,7.29586028311837,29.9376248464208,4.49664547205493E-08,6.01427456887939E-07,,1
1276135,infect48hXinfect144h,MAN_07972,2.02663011684656,5.85662911779448,14.0988426497185,0.000173771456451,0.00114047302725,,1
1276135,infect48hXinfect144h,MAN_09425,2.01858668028259,6.51579718306446,20.8469804668898,4.99411882810071E-06,4.74255287968335E-05,,1
1276135,infect48hXinfect144h,MAN_00787,2.01816484235008,6.00288651159387,15.9025366555281,6.6844175766381E-05,0.000488705196159,,1
1276135,infect48hXinfect144h,MAN_00404,2.01557888135947,5.60930428667859,12.2104074061508,0.00047590832127,0.002754704295475,,1
1276135,infect48hXinfect144h,MAN_00459,2.01455696591528,8.06866509304893,38.2894043620353,6.17655255986743E-10,1.05518692727115E-08,,1
1276135,infect48hXinfect144h,MAN_03465,2.01335870408232,7.26436570591682,29.2526426133014,6.40051497143807E-08,8.45580986964985E-07,,1
1276135,infect48hXinfect144h,MAN_05051,2.01134739035867,6.61854186913763,21.124208733524,4.32173812708016E-06,4.18588861900195E-05,,1
1276135,infect48hXinfect144h,MAN_05404,2.00976983536397,9.12381362262213,48.3370988498703,3.66094002152132E-12,8.08180244144934E-11,,1
1276135,infect48hXinfect144h,MAN_06553,2.00963885458566,6.40906564448947,18.9819325349387,1.32391311967832E-05,0.000115406751347,,1
1276135,infect48hXinfect144h,MAN_10594,2.00878945064135,6.54008833148023,20.7456981075131,5.26514845088104E-06,4.96755310365733E-05,,1
1276135,infect48hXinfect144h,MAN_09546,2.0078406999675,8.80354681310624,45.6647724086579,1.42838224306063E-11,2.96098993840962E-10,,1
1276135,infect48hXinfect144h,MAN_05957,2.00771708681559,6.452454397489,19.3153306108535,1.1118565623526E-05,9.77571127537427E-05,,1
1276135,infect48hXinfect144h,MAN_00052,2.00621783370285,8.49008746445081,42.1636702234269,8.52302930735723E-11,1.63088885376616E-09,,1
1276135,infect48hXinfect144h,MAN_04495,2.00310995218782,6.8609444687794,24.4231237718571,7.77430212494322E-07,8.58118045154717E-06,,1
1276135,infect48hXinfect144h,MAN_01114,1.99980456340439,6.94776103334181,25.265223257578,5.02452053743039E-07,5.79040508036752E-06,,1
1276135,infect48hXinfect144h,MAN_10171,1.99959583838347,6.5750117232283,20.984342450882,4.64877131364471E-06,4.46028397251763E-05,,1
1276135,infect48hXinfect144h,MAN_09950,1.99924057065052,6.90476938458987,24.3510000204147,8.07063763459291E-07,8.86032650540507E-06,,1
1276135,infect48hXinfect144h,MAN_08195,1.99302530353367,6.22934665290086,17.0625824036237,3.62639484250413E-05,0.000283631909499,,1
1276135,infect48hXinfect144h,MAN_03857,1.99220439017167,7.88317340726838,35.1526629218284,3.08110180167849E-09,4.86442063085432E-08,,1
1276135,infect48hXinfect144h,MAN_10224,1.98574143179105,6.17197492230528,17.0406771864385,3.66844519168746E-05,0.000286262222724,,1
1276135,infect48hXinfect144h,MAN_04331,1.97905490330064,6.10335373487018,16.0651189758832,6.13459317585419E-05,0.000452725874099,,1
1276135,infect48hXinfect144h,MAN_06226,1.97829111754448,9.16321037365717,47.2907136893698,6.23766412607544E-12,1.33091917200509E-10,,1
1276135,infect48hXinfect144h,MAN_06349,1.97721240636105,8.34223901650407,34.9844197623624,7.256185241363E-06,6.66119111401091E-05,,1
1276135,infect48hXinfect144h,MAN_00970,1.97687687333645,6.37349074889005,18.5242976817489,1.68272849739133E-05,0.000143857065758,,1
1276135,infect48hXinfect144h,MAN_05091,1.97598435260026,8.22800000506377,37.9717341576923,7.26714689145488E-10,1.23323845500746E-08,,1
1276135,infect48hXinfect144h,MAN_03066,1.97497162714711,8.5369983801149,41.3042550364899,1.32200401879104E-10,2.46042317292879E-09,,1
1276135,infect48hXinfect144h,MAN_05130,1.97155713958898,6.0991694239591,15.8126747920168,7.00931692249755E-05,0.000508449667799,,1
1276135,infect48hXinfect144h,MAN_08580,1.96754265598208,6.19824605337176,16.7707787160643,4.22861960107132E-05,0.00032623064532,,1
1276135,infect48hXinfect144h,MAN_05000,1.9655526099103,6.35437298007123,17.9075811959685,2.32570423078584E-05,0.000191908231794,,1
1276135,infect48hXinfect144h,MAN_06275,1.9634718375064,6.628384454514,20.9110526419368,4.82993942922649E-06,4.61241125830346E-05,,1
1276135,infect48hXinfect144h,MAN_06010,1.96150340848341,5.5873445407378,10.9496915611931,0.000937272699349,0.005012530158237,,1
1276135,infect48hXinfect144h,MAN_08183,1.95895989301982,6.94705207045384,23.8889492851535,1.02572055225651E-06,1.09887856223363E-05,,1
1276135,infect48hXinfect144h,MAN_00323,1.95845061942128,7.50596569446244,30.5120584996744,3.34494107821893E-08,4.61014244010201E-07,,1
1276135,infect48hXinfect144h,MAN_01270,1.95553418465236,5.45856121123099,10.070526676469,0.001508089748049,0.007532324848362,,1
1276135,infect48hXinfect144h,MAN_04379,1.95515237855036,6.62164673206981,20.5215251160152,5.91870730554352E-06,5.52286329453232E-05,,1
1276135,infect48hXinfect144h,MAN_02012,1.95439283352999,6.4145063461199,18.2484082643645,1.94472832619009E-05,0.000163649209561,,1
1276135,infect48hXinfect144h,MAN_02466,1.95413445876737,7.0034422274099,24.9534384063294,5.90548024536248E-07,6.68479389816336E-06,,1
1276135,infect48hXinfect144h,MAN_01215,1.95393922590332,6.41637133619915,17.8303159480607,2.422017119374E-05,0.000199210908069,,1
1276135,infect48hXinfect144h,MAN_00026,1.95281898987703,5.63582801787175,11.2082869239159,0.000815310191425,0.004438733075173,,1
1276135,infect48hXinfect144h,MAN_07109,1.94245130568165,5.90592146262004,12.9766205673406,0.000315904284188,0.001924738011051,,1
1276135,infect48hXinfect144h,MAN_05885,1.94125551796909,6.07327169808377,15.0604373359406,0.000104341085303,0.000726399132425,,1
1276135,infect48hXinfect144h,MAN_09709,1.93943862146605,5.60218044018688,11.1433119431956,0.000844357514961,0.004558815402377,,1
1276135,infect48hXinfect144h,MAN_05322,1.93031525489079,6.00896805745408,14.6273257443531,0.000131261038965,0.000888341961779,,1
1276135,infect48hXinfect144h,MAN_07040,1.92956881569885,6.19112621334337,15.9135977067168,6.64548736454092E-05,0.000486784627732,,1
1276135,infect48hXinfect144h,MAN_08428,1.92771373963955,6.20850672804604,16.2266872183766,5.63324761799953E-05,0.00041906267291,,1
1276135,infect48hXinfect144h,MAN_09878,1.92535610614449,5.42976960596549,9.99271384923184,0.001573140601397,0.007826566338366,,1
1276135,infect48hXinfect144h,MAN_07996,1.92293483534272,7.23033087279428,26.2092783965029,3.08200338707051E-07,3.64656062003853E-06,,1
1276135,infect48hXinfect144h,MAN_01870,1.92083850478016,7.0307712872866,24.1320060088582,9.04166463776752E-07,9.84161554328612E-06,,1
1276135,infect48hXinfect144h,MAN_03880,1.91636882389435,6.19296243844916,15.7428818327176,7.27258024598057E-05,0.000525304857852,,1
1276135,infect48hXinfect144h,MAN_04840,1.91430745971782,6.23700305991233,16.2352049138462,5.60799122861607E-05,0.000418098702783,,1
1276135,infect48hXinfect144h,MAN_00348,1.91372678226889,7.2136597025279,26.0851184791918,3.28650548735161E-07,3.86164394763815E-06,,1
1276135,infect48hXinfect144h,MAN_07556,1.91101187499171,9.50049075948769,46.533363908383,9.17468906391338E-12,1.92536324614923E-10,,1
1276135,infect48hXinfect144h,MAN_03968,1.91097778087099,7.00871161889774,23.9075362678035,1.01587244674911E-06,1.09176850204364E-05,,1
1276135,infect48hXinfect144h,MAN_08761,1.91088188326062,8.48943307283459,38.6513834592141,5.132110419434E-10,8.91693256691778E-09,,1
1276135,infect48hXinfect144h,MAN_08324,1.90741319965154,8.47831573190726,38.7128327515523,4.9732542567085E-10,8.6704649853282E-09,,1
1276135,infect48hXinfect144h,MAN_08737,1.90573442988547,7.73908801498177,31.4925488286926,2.01937442669649E-08,2.89264041824122E-07,,1
1276135,infect48hXinfect144h,MAN_03898,1.89908695755114,6.19745289817958,15.8651008943223,6.81788576735576E-05,0.000497038005299,,1
1276135,infect48hXinfect144h,MAN_09055,1.89849418133596,7.85312129247073,32.431519959072,1.24597571260138E-08,1.82844694860741E-07,,1
1276135,infect48hXinfect144h,MAN_07091,1.89732431101832,8.30030318676833,36.656954673884,1.42493694347128E-09,2.33273385015467E-08,,1
1276135,infect48hXinfect144h,MAN_07139,1.89423671891056,6.06906068500494,13.8091395396516,0.000202709626196,0.001301570643261,,1
1276135,infect48hXinfect144h,MAN_09593,1.89406497242021,5.48580931573417,9.89619524231498,0.001657794772811,0.008183857157743,,1
1276135,infect48hXinfect144h,MAN_10428,1.89364379424307,8.49349129051062,37.0791849728584,1.14777164474168E-09,1.89726466851221E-08,,1
1276135,infect48hXinfect144h,MAN_02049,1.89223098417755,9.80445388835198,47.229682471804,6.4346291345734E-12,1.37007896750551E-10,,1
1276135,infect48hXinfect144h,MAN_08462,1.88509441011841,6.24059865988594,15.8669621889479,6.81118687629152E-05,0.000496904827978,,1
1276135,infect48hXinfect144h,MAN_07566,1.88497320222667,6.42290948812348,17.6178435195795,2.70804592649549E-05,0.000219724426447,,1
1276135,infect48hXinfect144h,MAN_08093,1.882253493523,6.41421754110049,17.3779414782603,3.07203032949812E-05,0.000244587332791,,1
1276135,infect48hXinfect144h,MAN_08303,1.88065716603693,7.82600532243351,31.5396644010012,1.97101530178124E-08,2.82733967128929E-07,,1
1276135,infect48hXinfect144h,MAN_04821,1.88016235023357,9.50219650842269,45.0980915259388,1.90684251115209E-11,3.93681918446157E-10,,1
1276135,infect48hXinfect144h,MAN_03467,1.87278070919656,10.2992061542114,48.1036052845391,4.12311520060431E-12,9.06285601960418E-11,,1
1276135,infect48hXinfect144h,MAN_05716,1.87215472604905,8.58896122861755,37.6806636938791,8.43492876340502E-10,1.41726257756125E-08,,1
1276135,infect48hXinfect144h,MAN_05839,1.87023832230471,7.53920701904842,28.3777555735841,1.00509944008135E-07,1.29759609992274E-06,,1
1276135,infect48hXinfect144h,MAN_08944,1.86818454652752,6.50235763183803,18.0940693899152,2.10879409738366E-05,0.000175572171422,,1
1276135,infect48hXinfect144h,MAN_09358,1.86455310525045,9.34547732445195,42.89078719819,5.87991505002239E-11,1.1488362757697E-09,,1
1276135,infect48hXinfect144h,MAN_00510,1.86441995116424,7.59650151387967,28.8864253272003,7.73096037784032E-08,1.01087262684094E-06,,1
1276135,infect48hXinfect144h,MAN_03633,1.86292772965009,5.52899902644295,9.8273179418585,0.001721014669126,0.008442822804432,,1
1276135,infect48hXinfect144h,MAN_09901,1.859906223768,7.83301534705385,31.015407524876,2.58135892148364E-08,3.63636459118946E-07,,1
1276135,infect48hXinfect144h,MAN_04871,1.85885582485767,6.41189032720426,17.1973614316087,3.37811799146065E-05,0.000266255219435,,1
1276135,infect48hXinfect144h,MAN_03376,1.85746808048765,9.417580826513,43.6312314377145,4.02954426020335E-11,8.09002399799488E-10,,1
1276135,infect48hXinfect144h,MAN_03040,1.85458052537868,5.92336565155834,12.4476732279947,0.000419126080463,0.002476632036294,,1
1276135,infect48hXinfect144h,MAN_07044,1.85342422012884,5.53685856925241,9.5051628265657,0.002050768275045,0.009828846634015,,1
1276135,infect48hXinfect144h,MAN_00959,1.85249940202004,7.04389832541415,23.0175632816669,1.61283875399453E-06,1.67338173468873E-05,,1
1276135,infect48hXinfect144h,MAN_06082,1.84812852784382,6.76775975142195,19.9409201908067,8.01578250664345E-06,7.27339553249613E-05,,1
1276135,infect48hXinfect144h,MAN_03347,1.84770422400356,8.05958959321476,31.9843090158516,1.56807456513263E-08,2.28142546216657E-07,,1
1276135,infect48hXinfect144h,MAN_01487,1.84650401602381,6.42814812109935,17.0811309869367,3.59116710480924E-05,0.000281524314389,,1
1276135,infect48hXinfect144h,MAN_09649,1.84592802223507,5.59802593388665,10.2872108086697,0.001340932161022,0.006807450029997,,1
1276135,infect48hXinfect144h,MAN_01448,1.84200007488299,6.14580371199185,14.563051015426,0.000135813126772,0.000917323231752,,1
1276135,infect48hXinfect144h,MAN_01871,1.8369500842699,5.83152195257476,11.3414092796327,0.000758911735912,0.004154664946093,,1
1276135,infect48hXinfect144h,MAN_03110,1.83664350486521,8.48648974675515,35.945947183426,2.05138358734507E-09,3.31569908198612E-08,,1
